index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Private Or Public,Industry,Sector,Revenue,Competitors
493,Data Scientist,$95K-$119K ,3.5,"Gap Inc.
3.5","San Francisco, CA","San Francisco, CA",10000+ employees,1969,Company - Public, Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"H&M, Inditex, Fast Retailing"
494,Data Scientist,$95K-$119K ,4.7,"Tygart Technology, Inc
4.7","Washington, DC","Fairmont, WV",1 to 50 employees,None,Company - Private, Private,None,None,$1 to $5 million (USD),None
495,Data Scientist,$95K-$119K ,0,Hatch Data Inc,"San Francisco, CA",None,None,None,None,1,None,None,None,None
496,Data Scientist,$95K-$119K ,0,Hatch Data Inc,"San Francisco, CA",None,None,None,None,1,None,None,None,None
497,Data Scientist,$95K-$119K ,0,Hatch Data Inc,"San Francisco, CA",None,None,None,None,1,None,None,None,None
498,Data Scientist,$95K-$119K ,0,Hatch Data Inc,"San Francisco, CA",None,None,None,None,1,None,None,None,None
499,Data Scientist,$95K-$119K ,0,Hatch Data Inc,"San Francisco, CA",None,None,None,None,1,None,None,None,None
500,Data Scientist,$95K-$119K ,0,Hatch Data Inc,"San Francisco, CA",None,None,None,None,1,None,None,None,None
501,Data Scientist,$95K-$119K ,4.6,"Murray Resources
4.6","The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private, Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),None
502,Data Scientist,$95K-$119K ,4,"New York Technology Partners
4.0","Seattle, WA","Jersey City, NJ",51 to 200 employees,1999,Company - Private, Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),None
503,Data Scientist,$95K-$119K ,4,"Two95 International Inc.
4.0","Chicago, IL","Cherry Hill, NJ",1 to 50 employees,None,Company - Private, Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),None
504,Data Scientist,$95K-$119K ,0,Sophinea,"Chantilly, VA",None,1 to 50 employees,None,Unknown,Non Profit,None,None,Unknown / Non-Applicable,None
505,Data Scientist,$95K-$119K ,4.7,"CRS Group
4.7","Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private, Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),None
506,Data Scientist,$95K-$119K ,3.5,"Blackstone Talent Group
3.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private, Private,Consulting,Business Services,$25 to $50 million (USD),None
507,Data Scientist - TS/SCI Required,$95K-$119K ,5,"Phoenix Operations Group
5.0","Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private, Private,IT Services,Information Technology,$1 to $5 million (USD),None
508,Senior Principal Data Scientist (Python/R),$212K-$331K ,4.1,"Roche
4.1","Pleasanton, CA","Basel, Switzerland",10000+ employees,1896,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, AstraZeneca, Siemens Healthineers"
509,"Real World Science, Data Scientist",$212K-$331K ,4,"AstraZeneca
4.0","Wilmington, DE","Cambridge, United Kingdom",10000+ employees,1913,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
510,Data Scientist,$212K-$331K ,3.6,"Creative Circle
3.6",United States,"Los Angeles, CA",201 to 500 employees,2002,Company - Public, Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Aquent, 24 Seven Talent"
511,Data Scientist(s)/Machine Learning Engineer,$212K-$331K ,5,"Blue Horizon Tek Solutions
5.0","New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private, Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,None
512,Senior Data Scientist,$212K-$331K ,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,None,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),None
513,Data Scientist,$212K-$331K ,4.7,"Sharpedge Solutions Inc
4.7","Seattle, WA","Lombard, IL",Unknown,None,Company - Private, Private,Publishing,Media,Less than $1 million (USD),None
514,Data Scientist,$212K-$331K ,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,None,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),None
515,Data Scientist,$212K-$331K ,3.6,"Alaka`ina Foundation Family of Companies
3.6","Fort Sam Houston, TX","Honolulu, HI",501 to 1000 employees,None,Government,Non Profit,None,None,Unknown / Non-Applicable,None
516,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$212K-$331K ,3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Non Profit,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
517,Data Scientist,$212K-$331K ,2.7,"Hexagon US Federal
2.7","Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,None
518,Data Science Software Engineer,$212K-$331K ,4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private, Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,None
519,"Scientist / Group Lead, Cancer Biology",$212K-$331K ,0,Monte Rosa Therapeutics,"Cambridge, MA",None,None,None,None,1,None,None,None,None
520,Data Scientist,$212K-$331K ,4,"Comtech Global Inc
4.0","Washington, DC","Columbus, OH",51 to 200 employees,None,Company - Private, Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),None
521,Data Scientist,$212K-$331K ,3.8,"Aveshka, Inc.
3.8","Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public, Public,IT Services,Information Technology,$10 to $25 million (USD),None
522,"Manager, Field Application Scientist, Southeast",$212K-$331K ,4.2,"10x Genomics
4.2","Raleigh, NC","Pleasanton, CA",501 to 1000 employees,2012,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,None
523,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,$212K-$331K ,3.9,"Southwest Research Institute
3.9","Dayton, OH","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Non Profit,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
524,Data Scientist,$212K-$331K ,0,CompuForce,"New York, NY","New York, NY",Unknown,None,Company - Private, Private,None,None,Unknown / Non-Applicable,None
525,Data Scientist,$212K-$331K ,4.5,"Smith Hanley Associates
4.5","Washington, DC","New York, 061",1 to 50 employees,1980,Company - Private, Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Kforce, PageGroup, Robert Half"
526,Scientist - Machine Learning,$212K-$331K ,3.5,"Allen Institute
3.5","Seattle, WA","Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Non Profit,Research & Development,Business Services,$100 to $500 million (USD),None
527,Data Scientist,$212K-$331K ,2.7,"1-800-Flowers
2.7","New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public, Public,Wholesale,Business Services,$1 to $2 billion (USD),None
528,Data Scientist,$212K-$331K ,3.5,"Aptive
3.5","Washington, DC","Alexandria, VA",51 to 200 employees,2012,Company - Private, Private,Consulting,Business Services,$25 to $50 million (USD),None
529,Data Scientist - Image and Video Analytics,$66K-$112K ,4.9,"The Mom Project
4.9","Longmont, CO","Chicago, IL",1 to 50 employees,2016,Company - Private, Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,None
530,Data Scientist,$66K-$112K ,3.6,"Powertek
3.6","Washington, DC","Rockville, MD",51 to 200 employees,2001,Company - Private, Private,IT Services,Information Technology,$25 to $50 million (USD),None
531,Data Scientist,$66K-$112K ,5,"JCD Staffing
5.0","Washington, DC","Germantown, MD",1 to 50 employees,None,Company - Private, Private,None,None,Unknown / Non-Applicable,None
532,Data Scientist,$66K-$112K ,3.1,"Bayside Solutions
3.1","Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001,Company - Private, Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),None
533,Senior Data Engineer,$66K-$112K ,3.9,"Thumbtack
3.9","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private, Private,Internet,Information Technology,Unknown / Non-Applicable,None
534,Data Scientist,$66K-$112K ,3.4,"MILVETS Systems Technology, Inc.
3.4","Patuxent, Anne Arundel, MD","Orlando, FL",51 to 200 employees,1986,Company - Private, Private,IT Services,Information Technology,$25 to $50 million (USD),None
535,Machine Learning Scientist / Engineer,$66K-$112K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public, Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
536,Data Scientist,$66K-$112K ,4.1,"Kforce
4.1","Fairfax, VA","Tampa, FL",10000+ employees,1966,Company - Public, Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),None
537,Sr. Data Scientist,$66K-$112K ,3.5,"Evolve Vacation Rental
3.5","Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private, Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,None
538,"Intelligence Data Analyst, Senior",$66K-$112K ,4.3,"The Buffalo Group
4.3","Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010,Company - Private, Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos"
539,Data Science Analyst,$66K-$112K ,4.4,"OppLoans
4.4","Chicago, IL","Chicago, IL",201 to 500 employees,2012,Company - Private, Private,Lending,Finance,$100 to $500 million (USD),None
540,Data Scientist,$66K-$112K ,3.8,"AgreeYa Solutions
3.8","Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999,Company - Private, Private,IT Services,Information Technology,$50 to $100 million (USD),None
541,Data Scientist,$66K-$112K ,3.7,"Carolina Power & Light Co
3.7","McLean, VA","Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Non Profit,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,"South Carolina Electric & Gas, Virginia Electric and Power"
542,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,$66K-$112K ,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Non Profit,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
543,Data Scientist,$66K-$112K ,3.9,"Brillient
3.9","Silver Spring, MD","Reston, VA",501 to 1000 employees,2006,Company - Private, Private,IT Services,Information Technology,$25 to $50 million (USD),None
544,Data Modeler (Analytical Systems),$66K-$112K ,3.7,"MassMutual
3.7","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private, Private,Insurance Carriers,Insurance,$10+ billion (USD),None
545,Data Scientist,$66K-$112K ,2.9,"Xator Corporation
2.9","Washington, DC","Reston, VA",501 to 1000 employees,None,Contract,Non Profit,IT Services,Information Technology,$25 to $50 million (USD),None
546,Data Scientist,$66K-$112K ,4.6,"HAN IT Staffing Inc.
4.6","New York, NY","Totowa, NJ",51 to 200 employees,2012,Company - Private, Private,IT Services,Information Technology,Unknown / Non-Applicable,None
547,Data Scientist,$66K-$112K ,3.4,"Infinitive Inc
3.4","McLean, VA","Cedar Rapids, IA",201 to 500 employees,1997,Company - Private, Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),None
548,"Data Engineer (Analytics, SQL, Python, AWS)",$66K-$112K ,4,"Travelers
4.0","Hartford, CT","Hartford, CT",10000+ employees,1853,Company - Public, Public,Insurance Carriers,Insurance,$10+ billion (USD),None
549,Data Scientist 3 (718),$128K-$201K ,3.3,"Amyris
3.3","Emeryville, CA","Emeryville, CA",201 to 500 employees,2003,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),None
550,Data Scientist,$128K-$201K ,4.3,"Lightspeed Systems
4.3","Austin, TX","Austin, TX",51 to 200 employees,1999,Company - Private, Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),None
551,Senior Data Scientist,$128K-$201K ,3.9,"Thumbtack
3.9","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private, Private,Internet,Information Technology,Unknown / Non-Applicable,None
552,Senior Data Analyst - Finance & Platform Analytics,$128K-$201K ,3.6,"Twitch
3.6","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Non Profit,Internet,Information Technology,Unknown / Non-Applicable,None
553,Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),$128K-$201K ,4.7,"New Relic
4.7","Portland, OR","San Francisco, CA",1001 to 5000 employees,2008,Company - Public, Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"AppDynamics, Datadog, Dynatrace"
554,IT Partner Digital Health Technology and Data Science,$128K-$201K ,3.6,"Biogen
3.6","Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),None
555,Data Scientist,$128K-$201K ,0,HireAi,"San Francisco, CA",None,None,None,None,1,None,None,None,None
556,"Senior Machine Learning Scientist - Bay Area, CA",$128K-$201K ,3.3,"Tempus Labs
3.3","Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private, Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,None
557,Data Scientist,$128K-$201K ,3.3,"ICW Group
3.3","San Diego, CA","San Diego, CA",501 to 1000 employees,1972,Company - Private, Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers"
558,Clinical Data Analyst,$128K-$201K ,3.8,"NYSTEC
3.8","New York, NY","Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Non Profit,Consulting,Business Services,$25 to $50 million (USD),"KPMG, Accenture, Deloitte"
559,Data Scientist,$128K-$201K ,4.5,"E3 Federal Solutions
4.5","Chantilly, VA","McLean, VA",501 to 1000 employees,2004,Company - Private, Private,Consulting,Business Services,Unknown / Non-Applicable,None
560,Data Engineer,$128K-$201K ,4.5,"Kingfisher Systems
4.5","Falls Church, VA","Falls Church, VA",51 to 200 employees,2005,Company - Private, Private,Federal Agencies,Government,$25 to $50 million (USD),None
561,Data Scientist Technical Specialist,$128K-$201K ,3.4,"Peraton
3.4","Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,Company - Private, Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),None
562,Senior Data Scientist,$128K-$201K ,3.1,"Group O
3.1","Chicago, IL","Milan, IL",1001 to 5000 employees,1974,Company - Private, Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),None
563,Data Science Manager,$128K-$201K ,4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public, Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),None
564,Computer Vision / Deep Learning Scientist,$128K-$201K ,3.3,"Tempus Labs
3.3","Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private, Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,None
565,Big Data Engineer,$128K-$201K ,4.1,"CaptiveAire
4.1","Raleigh, NC","Raleigh, NC",1001 to 5000 employees,1976,Company - Private, Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),None
566,Data Architect,$128K-$201K ,4.2,"LSQ
4.2","Orlando, FL","Orlando, FL",51 to 200 employees,1996,Company - Private, Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),None
567,Machine Learning Engineer,$128K-$201K ,3.9,"Temboo
3.9","New York, NY","New York, NY",1 to 50 employees,None,Company - Private, Private,IT Services,Information Technology,Unknown / Non-Applicable,None
568,Data Scientist,$128K-$201K ,0,Kibo,"Philadelphia, PA","Marbella, Spain",Unknown,None,Company - Public, Public,None,None,Unknown / Non-Applicable,None
569,Aviation AI/ML Data Scientist,$128K-$201K ,3.3,"MITRE
3.3","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Non Profit,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
570,Data Scientist,$138K-$158K ,3.9,"Mars
3.9",United States,"Mc Lean, VA",10000+ employees,1911,Company - Private, Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),None
571,Data Scientist / Applied Mathematician,$138K-$158K ,4.5,"Fullpower Technologies, Inc.
4.5","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,2003,Company - Private, Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),None
572,"Machine Learning Engineer, Sr.",$138K-$158K ,4.2,"AeroVironment
4.2","Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,1971,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"General Atomics, Boeing, Northrop Grumman"
573,Data Scientist (TS/SCI w/ Poly),$138K-$158K ,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,None,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),None
574,Weapons and Sensors Engineer/Scientist,$138K-$158K ,4,"Dynetics
4.0","Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,Company - Private, Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),None
575,Applied Computer Scientist,$138K-$158K ,4.5,"Systems & Technology Research
4.5","Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private, Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),None
576,Senior Data Analyst,$138K-$158K ,4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private, Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
577,Information Systems Engineering Specialist (Engineering Scientist),$138K-$158K ,3.8,"Applied Research Laboratories
3.8","Austin, TX","Austin, TX",501 to 1000 employees,None,College / University,Non Profit,Colleges & Universities,Education,Unknown / Non-Applicable,None
578,Cloud Data Engineer (Azure),$138K-$158K ,3.9,"Navy Federal Credit Union
3.9","Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Non Profit,Banks & Credit Unions,Finance,Unknown / Non-Applicable,None
579,Scientist/Research Associate-Metabolic Engineering,$138K-$158K ,2,"Conagen
2.0","New Bedford, MA","Bedford, MA",51 to 200 employees,None,Company - Private, Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,None
580,"Vice President, Biometrics and Clinical Data Management",$138K-$158K ,4.8,"Alector
4.8","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,None
581,Enterprise Data Analyst (Enterprise Portfolio Management Office),$138K-$158K ,3.9,"Navy Federal Credit Union
3.9","Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Non Profit,Banks & Credit Unions,Finance,Unknown / Non-Applicable,None
582,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$138K-$158K ,3.3,"Reynolds American
3.3","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private, Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),None
583,Lead Data Scientist – Network Analysis and Control,$138K-$158K ,3.3,"MITRE
3.3","Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Non Profit,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
584,Senior Machine Learning Engineer,$138K-$158K ,5,"LifeOmic
5.0","Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,Company - Private, Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,None
585,"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",$138K-$158K ,4.4,"Homology Medicines, Inc.
4.4","New Bedford, MA","Bedford, MA",51 to 200 employees,None,Company - Public, Public,None,None,Unknown / Non-Applicable,None
586,Data Engineer,$138K-$158K ,3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private, Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),None
587,Developer III - Data Science,$138K-$158K ,3.3,"Inland Empire Health Plan
3.3","Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public, Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),None
588,Senior Data Engineer,$138K-$158K ,2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",51 to 200 employees,1998,Company - Private, Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee"
589,Hydrogen/Tritium Materials Scientist (Experienced),$138K-$158K ,3.8,"Sandia National Laboratories
3.8","Livermore, CA","Albuquerque, NM",10000+ employees,1949,Government,Non Profit,Federal Agencies,Government,$2 to $5 billion (USD),"Los Alamos National Laboratory, Lawrence Livermore National Laboratory"
590,Data Engineer,$138K-$158K ,3.5,"Maxar Technologies
3.5","McLean, VA","Westminster, CO",5001 to 10000 employees,None,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),None
591,Patient Safety- Associate Data Scientist,$80K-$132K ,4,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
592,Senior Data Scientist,$80K-$132K ,4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public, Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),None
593,Data Scientist,$80K-$132K ,3.4,"USI
3.4","Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private, Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),None
594,Data Scientist,$80K-$132K ,3.9,"GSK
3.9","Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck"
595,Data Scientist,$80K-$132K ,3.8,"CIA
3.8","Washington, DC","Langley, VA",Unknown,1947,Government,Non Profit,Federal Agencies,Government,Unknown / Non-Applicable,None
596,Data Scientist,$80K-$132K ,4.5,"Maven Wave Partners
4.5","Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private, Private,Consulting,Business Services,$50 to $100 million (USD),None
597,Data Scientist,$80K-$132K ,4.3,"Ovative Group
4.3","Minneapolis, MN","Minneapolis, MN",51 to 200 employees,2009,Company - Private, Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),None
598,Data Scientist,$80K-$132K ,3.6,"Kognetics
3.6","Gahanna, OH","New York, NY",1 to 50 employees,None,Company - Private, Private,None,None,Unknown / Non-Applicable,None
599,Data Scientist,$80K-$132K ,2.9,"Envision Healthcare
2.9","Nashville, TN","Nashville, TN",10000+ employees,2005,Company - Private, Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,None
600,Data Scientist,$80K-$132K ,2.9,"Pragmatics, Inc.
2.9",United States,"Reston, VA",201 to 500 employees,1985,Company - Private, Private,IT Services,Information Technology,$100 to $500 million (USD),None
601,Data Scientist,$80K-$132K ,3.2,"ConsumerTrack
3.2",California,"Los Angeles, CA",51 to 200 employees,2004,Company - Private, Private,Internet,Information Technology,$25 to $50 million (USD),None
602,Decision Scientist,$80K-$132K ,4.5,"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Non Profit,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman"
603,Data Scientist - TS/SCI FSP or CI Required,$80K-$132K ,5,"Phoenix Operations Group
5.0","Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private, Private,IT Services,Information Technology,$1 to $5 million (USD),None
604,Data Scientist,$80K-$132K ,3.5,"Crossover Health
3.5","San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private, Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),None
605,Data Scientist,$80K-$132K ,4,"Lorven Technologies Inc
4.0","New York, NY","Plainsboro, NJ",1 to 50 employees,None,Company - Private, Private,Accounting,Accounting & Legal,Less than $1 million (USD),None
606,Data Scientist,$80K-$132K ,4.4,"Meridian Knowledge Solutions
4.4","Washington, DC","Reston, VA",51 to 200 employees,1997,Subsidiary or Business Segment,Non Profit,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),None
607,Data Scientist,$80K-$132K ,4.2,"UST Global
4.2","Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private, Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro"
608,Data Scientist,$80K-$132K ,3.2,"IMG Systems
3.2","Plano, TX","Plano, TX",1 to 50 employees,None,Company - Private, Private,Consulting,Business Services,$1 to $5 million (USD),None
609,Data Scientist,$80K-$132K ,3.4,"Trident Systems Inc
3.4","Fairfax, VA","Fairfax, VA",51 to 200 employees,1985,Company - Private, Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),None
610,Data Scientist,$80K-$132K ,4.7,"Tygart Technology, Inc
4.7","Washington, DC","Fairmont, WV",1 to 50 employees,None,Company - Private, Private,None,None,$1 to $5 million (USD),None
611,(Sr.) Data Scientist -,$87K-$141K ,3.6,"Merrick Bank
3.6",Utah,"South Jordan, UT",201 to 500 employees,1997,Company - Private, Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,None
612,Senior Data Scientist,$87K-$141K ,4.2,"ManTech
4.2","Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public, Public,Research & Development,Business Services,$1 to $2 billion (USD),None
613,Data Scientist,$87K-$141K ,0,"GrainBridge, LLC","Omaha, NE",None,None,None,None,1,None,None,None,None
614,Data Scientist,$87K-$141K ,3.2,"First Health Group
3.2","Wellesley, MA","Bethesda, MD",10000+ employees,1853,Company - Private, Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana
615,Data Scientist,$87K-$141K ,0,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",Unknown,None,Company - Private, Private,None,None,Unknown / Non-Applicable,None
616,Data Scientist,$87K-$141K ,2.8,"Progress Rail, A Caterpillar Company
2.8","Fort Worth, TX","Albertville, AL",1001 to 5000 employees,1983,Subsidiary or Business Segment,Non Profit,Rail,Transportation & Logistics,$2 to $5 billion (USD),None
617,Data Scientist,$87K-$141K ,4.2,"UST Global
4.2","Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private, Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro"
618,Data Scientist,$87K-$141K ,4.5,"Axiologic Solutions
4.5","Alexandria, VA","Fairfax, VA",51 to 200 employees,2009,Company - Private, Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,None
